pnu;name;data_type;parameter_id
12178;reportword_b0_RampFunctionCompleted;BOOL;1.1124900.0
12179;torqueReduction;INT;1.1126990.0
12180;positionGainFactor;DINT;1.1127990.0
12181;systemDeviation;DINT;1.1129990.0
12182;backgroundMode;BOOL;1.1130224.0
12183;invalidTorqueSlope;UINT;1.1130225.0
12184;invalidTorqueSlopeOptions;USINT;1.1130226.0
12185;sensorPosition;UDINT;1.1141990.0
12186;sensorPosition;UDINT;1.1142990.0
12187;sensorStatusword_b0To3_StatFunc;USINT;1.1143000.0
12188;sensorStatusword_b4To7_StatVal;USINT;1.1143040.0
12189;sensorStatusword_b8_Prob1Defl;BOOL;1.1143080.0
12190;sensorStatusword_b9_Probe2Defl;BOOL;1.1143090.0
12191;sensorStatusword_b11_ErrAck;BOOL;1.1143110.0
12192;sensorStatusword_b12_SetShiftHomePosEx;BOOL;1.1143120.0
12193;sensorStatusword_b13_TranAbsValCyc;BOOL;1.1143130.0
12194;sensorStatusword_b14_ParkSensAct;BOOL;1.1143140.0
12195;sensorStatusword_b15_SensErr;BOOL;1.1143150.0
12196;sensorStatusword;UINT;1.1143990.0
12197;statusword1_b0_cm_ReadyToSwitchOn;BOOL;1.1145000.0
12198;statusword1_b1_cm_ReadyToOperate;BOOL;1.1145010.0
12199;statusword1_b2_cm_OperationEnabled;BOOL;1.1145020.0
12200;statusword1_b3_cm_FaultPresent;BOOL;1.1145030.0
12201;statusword1_b4_cm_CoastStopNotActivated;BOOL;1.1145040.0
12202;statusword1_b5_cm_QuickStopNotActivated;BOOL;1.1145050.0
12203;statusword1_b6_cm_SwitchingOnInhibited;BOOL;1.1145060.0
12204;statusword1_b7_cm_WarningPresent;BOOL;1.1145070.0
12205;statusword1_b8_sm_SpeedErrorWithinToleranceRange;BOOL;1.1145080.0
12206;statusword1_b8_pm_FollowingErrorWithinToleranceRange;BOOL;1.1145081.0
12207;statusword1_b9_cm_ControlRequested;BOOL;1.1145090.0
12208;statusword1_b10_sm_FOrNReachedOrExceeded;BOOL;1.1145100.0
12209;statusword1_b10_pm_TargetPositionReached;BOOL;1.1145101.0
12210;statusword1_b11_sm_IMorPNotReached;BOOL;1.1145110.0
12211;statusword1_b11_pm_HomePositionSet;BOOL;1.1145111.0
12212;statusword1_b12_sm_HoldingBrakeReleased;BOOL;1.1145120.0
12213;statusword1_b12_pm_TraversingTaskAck;BOOL;1.1145121.0
12214;statusword1_b13_sm_MotorTempWarningInactive;BOOL;1.1145130.0
12215;statusword1_b13_pm_DriveStopped;BOOL;1.1145131.0
12216;statusword1_b14_sm_PositiveDirectionRotation;BOOL;1.1145140.0
12217;statusword1_b14_pm_AxisAccelerates;BOOL;1.1145141.0
12218;statusword1_b15_sm_PsTempWarningInactive;BOOL;1.1145150.0
12219;statusword1_b15_pm_AxisDecelerates;BOOL;1.1145151.0
12220;statusword1;UINT;1.1145990.0
12221;statusword2_b7_AxisParking;BOOL;1.1146070.0
12222;statusword2_b8_FixedStop;BOOL;1.1146080.0
12223;statusword2_b11_PulsesEnabled;BOOL;1.1146110.0
12224;statusword2_b12To15_SoL;USINT;1.1146120.0
12225;statusword2;UINT;1.1146990.0
12226;controlword1_b0_cm_On;BOOL;1.1147000.0
12227;controlword1_b1_cm_NoCoastStop;BOOL;1.1147010.0
12228;controlword1_b2_cm_NoQuickStop;BOOL;1.1147020.0
12229;controlword1_b3_cm_EnableOperation;BOOL;1.1147030.0
12230;controlword1_b4_sm_EnableRampGenerator;BOOL;1.1147040.0
12231;controlword1_b4_pm_DoNotRejectTraversingTask;BOOL;1.1147041.0
12232;controlword1_b5_sm_UnfreezeRampGenerator;BOOL;1.1147050.0
12233;controlword1_b5_pm_NoIntermediateStop;BOOL;1.1147051.0
12234;controlword1_b6_sm_EnableSetpoint;BOOL;1.1147060.0
12235;controlword1_b6_pm_ActivateTraversingTask;BOOL;1.1147061.0
12236;controlword1_b7_cm_FaultAck;BOOL;1.1147070.0
12237;controlword1_b8_cm_Jog1On;BOOL;1.1147080.0
12238;controlword1_b9_cm_Jog2On;BOOL;1.1147090.0
12239;controlword1_b10_cm_ControlByPlc;BOOL;1.1147100.0
12240;controlword1_b11_sm_InvertSetpoint;BOOL;1.1147110.0
12241;controlword1_b11_pm_StartHomingProcedure;BOOL;1.1147111.0
12242;controlword1_b12_sm_OpenHoldingBrake;BOOL;1.1147120.0
12244;controlword1_b13_sm_MotorPotIncease;BOOL;1.1147130.0
12245;controlword1_b13_pm_ChangeRecordNo;BOOL;1.1147131.0
12246;controlword1_b14_sm_MotorPotDecrease;BOOL;1.1147140.0
12247;controlword1_b14_pm_reserved;BOOL;1.1147141.0
12248;controlword1_b15_sm_reserved;BOOL;1.1147150.0
12249;controlword1_b15_pm_reserved;BOOL;1.1147151.0
12250;controlword1;UINT;1.1147990.0
12253;controlword2_b7_ParkingAxis;BOOL;1.1148070.0
12254;controlword2_b8_TraversingFixedStop;BOOL;1.1148080.0
12255;controlword2_b11_MotorSwitch;BOOL;1.1148110.0
12256;controlword2_b12To15_SoL;USINT;1.1148120.0
12257;controlword2;UINT;1.1148990.0
12260;sensorControlword_b0To3_Function;USINT;1.1149000.0
12261;sensorControlword_b4To6_Command;USINT;1.1149040.0
12262;sensorControlword_b7_Mode;BOOL;1.1149070.0
12263;sensorControlword_b11_HomePosMode;BOOL;1.1149110.0
12264;sensorControlword_b12_ReqSetShiftHomePos;BOOL;1.1149120.0
12265;sensorControlword_b13_ReqAbsValCyc;BOOL;1.1149130.0
12266;sensorControlword_b14_ActParkSens;BOOL;1.1149140.0
12267;sensorControlword_b15_AckSensErr;BOOL;1.1149150.0
12268;sensorControlword;UINT;1.1149990.0
12269;sensorControlwordLast;UINT;1.1149991.0
12270;masterConnectionId;UDINT;1.10233999.0
12279;reportword_b1_TorqueUtilizationLowerThreshold;BOOL;1.11249010.0
12280;reportword_b2_RpmLowerThreshold;BOOL;1.11249020.0
12281;reportword_b3_RpmEqualThreshold;BOOL;1.11249030.0
12282;reportword_b5_variableSignalFunction;BOOL;1.11249050.0
12283;reportword_b6_MotorTempWarningInactive;BOOL;1.11249060.0
12284;reportword_b7_PsTempWarningInactive;BOOL;1.11249070.0
12285;reportword_b8_SpeedSetpointDeviationInTolerance;BOOL;1.11249080.0
12286;reportword_b11_ControllerEnabled;BOOL;1.11249110.0
12287;reportword_b12_DriveReady;BOOL;1.11249120.0
12288;reportword_b13_PulsesEnabled;BOOL;1.11249130.0
12289;reportword;UINT;1.11249990.0
12290;signalParameterList;UINT;1.11280001.0
12291;operatingMode;UINT;1.11280002.0
12292;faultMessageCounter;UINT;1.11280003.0
12293;profileIdentificationNumber;USINT;1.11280004.0
12294;powerOnTorqueSlope;REAL;1.11280018.0
12295;configPosition;UDINT;1.11280020.0
12296;configVelocity;UDINT;1.11280021.0
12297;configTorque;UDINT;1.11280022.0
12298;configAnalogPosition;UDINT;1.11280023.0
12299;configAnalogVelocity;UDINT;1.11280024.0
12300;configAnalogTorque;UDINT;1.11280025.0
12301;configCsp;UDINT;1.11280026.0
12302;configCsv;UDINT;1.11280027.0
12303;configCst;UDINT;1.11280028.0
12304;configPowerOff;UDINT;1.11280029.0
12305;parameterIdentification;UINT;1.11280030.0
12306;faultBuffer_Number;UINT;1.11280040.0
12307;faultBuffer_Time;UDINT;1.11280041.0
12308;warningBuffer_Number;UINT;1.11280042.0
12309;warningBuffer_Time;UDINT;1.11280043.0
12310;messagesStatusword;UINT;1.11280046.0
12312;warningBufferChangedCounter;UINT;1.11280060.0
12313;faultBufferChangedCounter;UINT;1.11280061.0
12314;faultNumberActive;UINT;1.11280062.0
12315;warnNumberActive;UINT;1.11280063.0
12316;currentState;UDINT;1.11280102.0
12317;selectedApplicationClass;UDINT;1.11280109.0
12319;unsupportedApplicationClassOption;USINT;1.11280111.0
12320;nThresholdVal2;REAL;1.11280112.0
12321;nHysteresis2;REAL;1.11280113.0
12322;nThresholdVal3;REAL;1.11280114.0
12323;nHysteresis3;REAL;1.11280115.0
12324;activatePositionCaptureTel111;UINT;1.11280116.0
12325;maxAcceleration;REAL;1.11280402.0
12326;maxDeceleration;REAL;1.11280403.0
12327;maxJerk;REAL;1.11280404.0
12328;stopDeceleration;REAL;1.11280405.0
12329;torqueLimitOffsetVerticalAxisUser;REAL;1.11280407.0
12330;limMovementFixedStopPos;LINT;1.11280408.0
12331;limMovementFixedStopNeg;LINT;1.11280409.0
12332;torqueUtilizationThreshold;REAL;1.11280410.0
12333;currentState;UDINT;1.11280501.0
12334;speedSetpoint;REAL;1.11280502.0
12335;speedComparatorTimeWindow;REAL;1.11280503.0
12336;currentState;UDINT;1.11280531.0
12337;speedComparatorTimeWindow;REAL;1.11280533.0
12338;currentState;UDINT;1.11280601.0
12339;mdiTargetPosition;LINT;1.11280604.0
12340;mdiVeclocity;REAL;1.11280605.0
12341;mdiAcceleration;REAL;1.11280606.0
12342;mdiDeceleration;REAL;1.11280607.0
12343;actualPositionA;LINT;1.11280609.0
12345;velocityReference;REAL;1.11280701.0
12346;accelerationReference;REAL;1.11280702.0
12347;decelerationReference;REAL;1.11280703.0
12348;posControlword1_b0To6_RecordTableSelection;USINT;1.112411000.0
12349;posControlword1_b8_AbsolutePosition;BOOL;1.112411080.0
12350;posControlword1_b9To10_PositioningDirection;UDINT;1.112411090.0
12351;posControlword1_b12_ContinuousUpdate;BOOL;1.112411120.0
12352;posControlword1_b14_ActivateSetup;BOOL;1.112411140.0
12353;posControlword1_b15_ActivateMdi;BOOL;1.112411150.0
12354;posControlword1;UINT;1.112411990.0
12357;posStatusword1_b0To6_RecordTableSelection;USINT;1.112412000.0
12358;posStatusword1_b8_NegativeHardwareLimitSwitchActive;BOOL;1.112412080.0
12359;posStatusword1_b9_PositiveHardwareLimitSwitchActive;BOOL;1.112412090.0
12360;posStatusword1_b10_JoggingActive;BOOL;1.112412100.0
12361;posStatusword1_b11_HomingActive;BOOL;1.112412110.0
12362;posStatusword1_b13_RecordModeActive;BOOL;1.112412130.0
12363;posStatusword1_b14_SetupActive;BOOL;1.112412140.0
12364;posStatusword1_b15_MdiActive;BOOL;1.112412150.0
12365;posStatusword1;UINT;1.112412990.0
12366;posStatusword2_b0_TrackingModeActive;BOOL;1.112413000.0
12367;posStatusword2_b1_VelocityLimitingActive;BOOL;1.112413010.0
12368;posStatusword2_b2_SetpointAvailable;BOOL;1.112413020.0
12369;posStatusword2_b4_AxisMovesForward;BOOL;1.112413040.0
12370;posStatusword2_b5_AxisMovesBackwards;BOOL;1.112413050.0
12371;posStatusword2_b6_NegativeSoftwareLimitSwitchActive;BOOL;1.112413060.0
12372;posStatusword2_b7_PositiveSoftwareLimitSwitchActive;BOOL;1.112413070.0
12373;posStatusword2_b8_PositionActualValueLowerEqualCamSwitch1;BOOL;1.112413080.0
12374;posStatusword2_b9_PositionActualValueLowerEqualCamSwitch2;BOOL;1.112413090.0
12375;posStatusword2_b10_DirectOutput1ViaTraversingBlock;BOOL;1.112413100.0
12376;posStatusword2_b11_DirectOutput2ViaTraversingBlock;BOOL;1.112413110.0
12377;posStatusword2_b12_FixedStopReached;BOOL;1.112413120.0
12378;posStatusword2_b13_FixedStopClampingTorqueReached;BOOL;1.112413130.0
12379;posStatusword2_b14_TravelToFixedStopActive;BOOL;1.112413140.0
12380;posStatusword2_b15_TraversingCommandActive;BOOL;1.112413150.0
12381;posStatusword2;UINT;1.112413990.0
12382;posControlword2_b0_ActivateTrackingMode;BOOL;1.112414000.0
12383;posControlword2_b1_SetReferencePoint;BOOL;1.112414010.0
12384;posControlword2_b5_IncrementalJogging;BOOL;1.112414050.0
12385;posControlword2_b10_MeasuringProbe2IsActivated;BOOL;1.112414100.0
12386;posControlword2_b11_FallingEdgeOfMeasuringProbe;BOOL;1.112414110.0
12387;posControlword2_b14_ActivateSoftwareLimitSwitch;BOOL;1.112414140.0
12388;posControlword2_b15_ActivateHardwareLimitSwitch;BOOL;1.112414150.0
12389;posControlword2;UINT;1.112414990.0
12392;recordSelection_b0To6_RecordTableSelection;USINT;1.112415000.0
12393;recordSelection_b15_ActivateMdi;BOOL;1.112415150.0
12394;recordSelection;UINT;1.112415990.0
12395;recordSelectionLast;UINT;1.112415991.0
12396;actualRecordSelection_b0To6_RecordTableSelection;USINT;1.112416000.0
12397;actualRecordSelection_b15_MdiActive;BOOL;1.112416150.0
12398;actualRecordSelection;UINT;1.112416990.0
12399;mdiMod_b0_AbsolutePosition;BOOL;1.112417000.0
12400;mdiMod_b1To2_PositioningDirection;UDINT;1.112417010.0
12401;mdiMod;UINT;1.112417990.0
12402;mdiModLast;UINT;1.112417991.0
12404;motorTInitGain;REAL;1.6301.0
12405;motorTActRel;REAL;1.6302.0
12406;motorTMaxRel;REAL;1.6303.0
12407;motorTLimWarnGain;REAL;1.6305.0
12409;enable;BOOL;1.40001.0
12410;timeToReduction;REAL;1.40002.0
12411;startVoltage;REAL;1.40003.0
12412;targetVoltage;REAL;1.40004.0
12413;motorLimWarnLevel;UINT;1.63019.0
12414;motorLimWarnOptions;USINT;1.63020.0
12415;motorLimErrLevel;UINT;1.63021.0
12416;motorLimErrOptions;USINT;1.63022.0
12417;voltageStart;REAL;1.102101.0
12418;voltageEnd;REAL;1.102102.0
12419;brakeActive;BOOL;1.102103.0
12420;brakeEnable;BOOL;1.102104.0
12421;brakeCurrentMax;REAL;1.102105.0
12422;idOut;REAL;1.102106.0
12423;automaticVoltageDetection;BOOL;1.102107.0
12424;voltageStartManual;REAL;1.102108.0
12425;voltageEndManual;REAL;1.102109.0
12426;percentageAutomaticVoltageStart;REAL;1.102110.0
12429;enablePreControl;BOOL;1.204801.0
12430;LimitationAngle;REAL;1.204802.0
12431;correctionFactor;REAL;1.204803.0
12432;plcControlNotSetLevel;UINT;1.11280117.0
12433;plcControlNotSetOption;USINT;1.11280118.0
12434;stopJerk;REAL;1.11280406.0
12435;speedComparatorThreshold;REAL;1.11280504.0
12436;speedComparatorHysteresis;REAL;1.11280505.0
12437;fOrNReachedOrExceededTimeWindow;REAL;1.11280506.0
12440;reductionRatio;UDINT;1.4246.0
12442;sensorStatemachineState;DINT;1.34234.0
12443;sensorStatemachineState;DINT;1.34234.1
12448;gearInertia;REAL;1.124321.0
12449;couplingInertia;REAL;1.124322.0
12450;dynamicLosses;REAL;1.124323.0
12451;damping;REAL;1.144316.0
12452;eigenfrequency;REAL;1.144317.0
12453;enableShaping;BOOL;1.144318.0
12454;shaperEnabled;BOOL;1.144319.0
12459;sensorPosition;UDINT;1.1141990.1
12460;sensorPosition;UDINT;1.1142990.1
12461;sensorStatusword_b0To3_StatFunc;USINT;1.1143000.1
12462;sensorStatusword_b4To7_StatVal;USINT;1.1143040.1
12463;sensorStatusword_b8_Prob1Defl;BOOL;1.1143080.1
12464;sensorStatusword_b9_Probe2Defl;BOOL;1.1143090.1
12465;sensorStatusword_b11_ErrAck;BOOL;1.1143110.1
12466;sensorStatusword_b12_SetShiftHomePosEx;BOOL;1.1143120.1
12467;sensorStatusword_b13_TranAbsValCyc;BOOL;1.1143130.1
12468;sensorStatusword_b14_ParkSensAct;BOOL;1.1143140.1
12469;sensorStatusword_b15_SensErr;BOOL;1.1143150.1
12470;sensorStatusword;UINT;1.1143990.1
12471;sensorControlword_b0To3_Function;USINT;1.1149000.1
12472;sensorControlword_b4To6_Command;USINT;1.1149040.1
12473;sensorControlword_b7_Mode;BOOL;1.1149070.1
12474;sensorControlword_b11_HomePosMode;BOOL;1.1149110.1
12475;sensorControlword_b12_ReqSetShiftHomePos;BOOL;1.1149120.1
12476;sensorControlword_b13_ReqAbsValCyc;BOOL;1.1149130.1
12477;sensorControlword_b14_ActParkSens;BOOL;1.1149140.1
12478;sensorControlword_b15_AckSensErr;BOOL;1.1149150.1
12479;sensorControlword;UINT;1.1149990.1
12480;sensorControlwordLast;UINT;1.1149991.1
12481;configPositionFixedStop;UDINT;1.11280031.0
12482;vScaleFactor;REAL;1.1309.0
12483;mileageCounterSinceReset;LINT;1.1414.0
12484;reversePlayCounterSinceReset;LINT;1.1424.0
12485;state;DINT;1.3424.0
12486;lastReceivedSignOfLife;USINT;1.4277.0
12487;errorCounter;DINT;1.4278.0
12520;currentEncoderErrorId;UDINT;1.231250.0
12521;currentEncoderErrorId;UDINT;1.231250.1
12522;activeBitsPerRevolution;UDINT;1.231544.0
12523;activeBitsPerRevolution;UDINT;1.231544.1
12524;incrementsPerRevolution;UDINT;1.231545.0
12525;incrementsPerRevolution;UDINT;1.231545.1
12530;configAc4NoDsc;UDINT;1.11280032.0
12531;configAc4WithDsc;UDINT;1.11280033.0
12532;tutWindow;REAL;1.11280411.0
12533;tutSettlingTime;REAL;1.11280412.0
12534;positioningVelocityOverride;INT;1.11280611.0
12535;velocityReferenceOutputSide;REAL;1.11290701.0
12538;invalidEpdMappingErrorLevel;UINT;1.424201.0
12539;invalidEpdMappingErrorOptions;USINT;1.424202.0
12540;enableEpd;BOOL;1.424203.0
12541;isEpdEnabled;BOOL;1.424213.0
12542;numberOfMappedObjects;USINT;1.4242101.0
12543;numberOfMappedBytes;USINT;1.4242102.0
12544;axisIdSelection;UINT;1.4242105.0
12545;dataIdSelection;UDINT;1.4242106.0
12546;instanceIdSelection;UINT;1.4242107.0
12547;arrayIdSelection;UINT;1.4242108.0
12548;axisIdSelectionActive;UINT;1.4242115.0
12549;dataIdSelectionActive;UDINT;1.4242116.0
12550;instanceIdSelectionActive;UINT;1.4242117.0
12551;arrayIdSelectionActive;UINT;1.4242118.0
12552;dataTypeActive;UDINT;1.4242119.0
12553;numberOfMappedObjects;USINT;1.4242201.0
12554;numberOfMappedBytes;USINT;1.4242202.0
12555;axisIdSelection;UINT;1.4242205.0
12556;dataIdSelection;UDINT;1.4242206.0
12557;instanceIdSelection;UINT;1.4242207.0
12558;arrayIdSelection;UINT;1.4242208.0
12559;axisIdSelectionActive;UINT;1.4242215.0
12560;dataIdSelectionActive;UDINT;1.4242216.0
12561;instanceIdSelectionActive;UINT;1.4242217.0
12562;arrayIdSelectionActive;UINT;1.4242218.0
12563;dataTypeActive;UDINT;1.4242219.0
12564;state;DINT;1.103111.0
12565;action;UINT;1.103112.0
12566;torquePositive;REAL;1.103113.0
12567;torqueSlopePositive;REAL;1.103114.0
12568;torqueNegative;REAL;1.103115.0
12569;torqueSlopeNegative;REAL;1.103116.0
12570;strokeLimit;LINT;1.103117.0
12571;torqueLimit;REAL;1.103118.0
12572;holdTime;REAL;1.103120.0
12573;settleTime;REAL;1.103121.0
12574;result;UINT;1.103122.0
12575;encoderChannelPosition;UDINT;1.103123.0
12588;encoderNotReady;UINT;1.103136.0
12589;encoderNotReadyOption;USINT;1.103137.0
12590;brakeTestFailed;UINT;1.103138.0
12591;brakeTestFailedOption;USINT;1.103139.0
12592;torqueFailed;UINT;1.103140.0
12593;torqueFailedOption;USINT;1.103141.0
12594;numberPolePairsDenom;UDINT;1.7185.0
12595;numberPolePairsDenom;UDINT;1.7191.0
12596;xGearInEnd;LINT;1.85602.0
12597;xGearInStart;LINT;1.85603.0
12598;vGearIn;REAL;1.85604.0
12599;aGearIn;REAL;1.85605.0
12600;jGearIn;REAL;1.85606.0
12601;state;USINT;1.85607.0
12602;xGearInTolerance;LINT;1.85608.0
12603;vGearInTolerance;REAL;1.85609.0
12604;xGearOutStart;LINT;1.85610.0
12605;gearInFailed;UINT;1.85611.0
12606;gearInFailedOptions;USINT;1.85612.0
12607;vGearOut;REAL;1.85614.0
12608;aGearOut;REAL;1.85615.0
12609;jGearOut;REAL;1.85616.0
12610;xGearOutPosition;LINT;1.85617.0
12611;masterEncoderChannelSelection;USINT;1.85618.0
12612;xGearOutEnd;LINT;1.85619.0
12613;gearOutFailed;UINT;1.85620.0
12614;gearOutFailedOptions;USINT;1.85621.0
12615;gearInModeActive;USINT;1.85641.0
12616;xGearInEndActive;LINT;1.85642.0
12617;xGearInStartActive;LINT;1.85643.0
12618;vGearInActive;REAL;1.85644.0
12619;aGearInActive;REAL;1.85645.0
12620;jGearInActive;REAL;1.85646.0
12621;xGearInToleranceActive;LINT;1.85648.0
12622;vGearInToleranceActive;REAL;1.85649.0
12623;xGearOutStartActive;LINT;1.85650.0
12624;gearOutModeActive;USINT;1.85653.0
12625;vGearOutActive;REAL;1.85654.0
12626;aGearOutActive;REAL;1.85655.0
12627;jGearOutActive;REAL;1.85656.0
12628;xGearOutPositionActive;LINT;1.85657.0
12629;masterEncoderChannelSelectionActive;USINT;1.85658.0
12630;xGearOutEndActive;LINT;1.85659.0
12631;xOffsetActive;LINT;1.85660.0
12632;xVirtualMasterActive;LINT;1.85661.0
12633;tDelay;REAL;1.85662.0
12634;tDelayActive;REAL;1.85663.0
12635;tDelaySet;REAL;1.85664.0
12636;tDelaySetActive;REAL;1.85665.0
12637;moduloHigh;LINT;1.113113.0
12638;PDModuloPosMode;USINT;1.11280612.0
12639;invalidApplicationLimits_LogSettings;USINT;1.18.0
12640;invalidApplicationLimits_DiagnosisLevels;UINT;1.53.0
12641;jobIgnored_because_fwUpdateInProgress_LogSettings;USINT;1.139.0
12642;jobIgnored_because_fwUpdateInProgress_DiagnosisLevels;UINT;1.143.0
12643;supplyMainVoltage;REAL;1.1209.0
12644;vMinLimitUser;REAL;1.1310.0
12645;aMinLimitUser;REAL;1.1311.0
12646;dMinLimitUser;REAL;1.1312.0
12650;useSimulatedMotor;BOOL;1.71434.0
12651;velocityFilterTime;REAL;1.112738.0
12652;velocityFilterTimeActive;REAL;1.112739.0
12653;positionFilterTime;REAL;1.112740.0
12654;positionFilterTimeActive;REAL;1.112741.0
12655;ac4Controlword;UINT;1.11280540.0
12656;ac4Statusword;UINT;1.11280541.0
12657;ac4Statusword_b11_HomePositionSet;BOOL;1.11280542.0
12658;ac4Statusword_b12_HomingTaskAck;BOOL;1.11280543.0
12659;ac4Statusword_b13_HomingActive;BOOL;1.11280544.0
12660;ac4Controlword_b11_StartHomingProcedure;BOOL;1.11280550.0
12661;velocityFilterTime;REAL;1.112738.1
12662;velocityFilterTimeActive;REAL;1.112739.1
12663;positionFilterTime;REAL;1.112740.1
12664;positionFilterTimeActive;REAL;1.112741.1
12665;ac4HomeStartPosition;LINT;1.1142991.0
12666;ac4HomeStartPosition;LINT;1.1142991.1
12667;action;UINT;1.103112.1
12668;torquePositive;REAL;1.103113.1
12669;torqueSlopePositive;REAL;1.103114.1
12670;torqueNegative;REAL;1.103115.1
12671;torqueSlopeNegative;REAL;1.103116.1
12672;strokeLimit;LINT;1.103117.1
12673;torqueLimit;REAL;1.103118.1
12674;holdTime;REAL;1.103120.1
12675;settleTime;REAL;1.103121.1
12676;result;UINT;1.103122.1
12677;encoderChannelPosition;UDINT;1.103123.1
12678;motorPowerDissipationFactorAtStandstill;REAL;1.100009.0
12679;enableTwoStageJogging;BOOL;1.100010.0
12680;encEmuFfRateLimit;REAL;1.586849.0
12681;enableAutoSaveZeroOffset;BOOL;1.100548.0
12682;connectionShaftInertia;REAL;1.100835.0
12683;gearRatio4MotorSide;UDINT;1.101215.0
12684;gearRatio4DrivingShaft;UDINT;1.101216.0
12685;sdo6040_Controlword;UINT;1.730.0
12686;sdo6041_Statusword;UINT;1.731.0
12689;sdo6502_SupportedDriveModes;UDINT;1.734.0
12690;state;UDINT;1.735.0
12691;PPstate;UDINT;1.736.0
12692;PVstate;UDINT;1.737.0
12693;HMstate;UDINT;1.738.0
12694;coeSIPosUnit;UINT;1.7851.0
12695;coeSIVelUnit;UINT;1.7852.0
12696;coeSIAccUnit;UINT;1.7853.0
12697;coeSIJrkUnit;UINT;1.7854.0
12698;sdo60A8_siUnitPosition;UDINT;1.7860.0
12699;sdo60A9_siUnitVelocity;UDINT;1.7861.0
12700;sdo60AA_siUnitAcceleration;UDINT;1.7862.0
12701;sdo60AB_siUnitJerk;UDINT;1.7863.0
12702;sdo60B2_TorqueOffset;REAL;1.8111.0
12703;sdo60E3_00_SupportedHomingMethods;USINT;1.8118.0
12704;sdo60E3_0x_SupportedHomingMethods;SINT;1.8119.0
12705;sdo607A_TargetPosition;LINT;1.8130.0
12706;sdo6081_ProfileVelocity;REAL;1.8131.0
12707;sdo6082_EndVelocity;REAL;1.8132.0
12708;sdo6083_ProfileAcceleration;REAL;1.8133.0
12709;sdo6084_ProfileDeceleration;REAL;1.8134.0
12710;sdo6085_QuickStopDeceleration;REAL;1.8135.0
12711;sdo60A4_ProfileJerk;REAL;1.8136.0
12712;sdo60FF_TargetVelocity;REAL;1.8137.0
12713;sdo60B1_VelocityOffset;REAL;1.8138.0
12714;sdo60B0_PositionOffset;LINT;1.8140.0
12715;activeCsxMode;UDINT;1.8144.0
12716;selectedCspMode;UDINT;1.11412.0
12717;selectedCsvMode;UDINT;1.11413.0
12718;selectedCstMode;UDINT;1.11414.0
12719;sdo6060_ModesOfOperation;SINT;1.12234.0
12720;sdo6061_ModesOfOperationDisplay;SINT;1.12235.0
12721;cia402UnknownOpModeLevel;UINT;1.12236.0
12722;cia402UnknownOpModeOptions;USINT;1.12237.0
12723;sdo60F2_PositioningOptionCode;UINT;1.88817.0
12724;CiAModuloPosMode;USINT;1.88818.0
12725;profidriveCACF;UINT;1.100990.0
12729;checkLimitRange;BOOL;1.101033.0
12730;xSourceSensorInstance0;UDINT;1.101224.0
12731;xSourceSensorInstance1;UDINT;1.101252.0
12732;PTstate;UDINT;1.526782.0
12733;sdo6071_TargetTorque_F32;REAL;1.526795.0
12734;sdo6087_TargetSlope;REAL;1.526799.0
12735;sdo_PTModeLimitV;REAL;1.526800.0
12736;sdo_LimitStrokePositive;LINT;1.526802.0
12737;sdo_LimitStrokeNegative;LINT;1.526803.0
12738;sdo_LimitStrokeActive;BOOL;1.526804.0
12739;sdoDigitalInputs0x60FD;UDINT;1.1128052.0
12740;sdoPhysicalOutputs0x60FE;UDINT;1.1128054.0
12741;sdoBitmask0x60FE;UDINT;1.1128055.0
12742;versionCiA402;UDINT;1.1128056.0
12743;sdoMotorType0x6402;UINT;1.1128057.0
12744;touchProbeFunction;UINT;1.1128060.0
12745;touchProbeStatus;UINT;1.1128061.0
12746;nextRecordIndex;DINT;1.11280053.0
12747;PRstate;UDINT;1.11280055.0
12761;statusLa;UINT;1.100074.0
12762;reactionLa;UINT;1.100076.0
12763;reactionLb;UINT;1.100082.0
12764;acknowledgeCounterLa;UDINT;1.100084.0
12765;acknowledgeCounterLb;UDINT;1.100085.0
12766;statusLb;UINT;1.100086.0
12775;ss1_variant;UDINT;1.100415.0
12776;ss1_t_delay;REAL;1.100423.0
12780;ss1_t_vend_reached;REAL;1.100451.0
12781;ss1_delta_tg;REAL;1.100467.0
12784;ss1_variant_active;UDINT;1.100479.0
12785;ss2_variant;UDINT;1.100483.0
12786;ss2_t_delay;REAL;1.100491.0
12788;ss2_t_vend_reached;REAL;1.100516.0
12789;ss2_delta_tg;REAL;1.100524.0
12796;sls_variant;USINT;1.100560.0
12797;sls_t_delay;REAL;1.100562.0
12800;sls_v_limit;REAL;1.100574.0
12801;sls_delta_tg;REAL;1.100576.0
12802;ss1_t_delay_active;REAL;1.100582.0
12805;ss1_t_vend_reached_active;REAL;1.100590.0
12806;ss1_delta_tg_active;REAL;1.100594.0
12807;ss2_variant_active;UDINT;1.100598.0
12808;ss2_t_delay_active;REAL;1.100615.0
12810;ss2_t_vend_reached_active;REAL;1.100623.0
12811;ss2_delta_tg_active;REAL;1.100627.0
12812;sos_t_delay_active;REAL;1.100631.0
12813;sos_delta_pos_active;LINT;1.100635.0
12814;sls_variant_active;USINT;1.100639.0
12815;sls_t_delay_active;REAL;1.100643.0
12817;sls_v_limit_active;REAL;1.100651.0
12818;sls_delta_tg_active;REAL;1.100655.0
12820;sms_delta_tg_active;REAL;1.100663.0
